CCI ID,Description,NIST Revision,Type
CCI-001900,Defines the strength of binding to be applied to the binding of the identity of the information producer with the information.,NIST SP 800-53 Revision 5,Policy
CCI-001901,Bind the identity of the information producer with the information to an organization-defined strength of binding.,NIST SP 800-53 Revision 5,Technical
CCI-001902,Provide the means for authorized individuals to determine the identity of the producer of the information.,NIST SP 800-53 Revision 5,Technical
CCI-001903,Defines the frequency on which the information system is to validate the binding of the information producer identity to the information.,NIST SP 800-53 Revision 5,Policy
CCI-001904,Validates the binding of the information producer identity to the information at an organization-defined frequency.,NIST SP 800-53 Revision 5,Technical
CCI-001905,Defines the actions to be performed in the event of an error when validating the binding of the information producer identity to the information.,NIST SP 800-53 Revision 5,Policy
CCI-001906,Perform organization-defined actions in the event of an error when validating the binding of the information producer identity to the information.,NIST SP 800-53 Revision 5,Technical
CCI-001907,Defines the security domains which will require the information system validate the binding of the information reviewer identity to the information at the transfer or release points prior to release/transfer.,NIST SP 800-53 Revision 5,Policy
CCI-001908,Defines the action the system is to perform in the event of an information reviewer identity binding validation error.,NIST SP 800-53 Revision 5,Policy
CCI-001909,Perform organization-defined actions in the event of an information reviewer identity binding validation error.,NIST SP 800-53 Revision 5,Technical
CCI-001910,Defines the personnel or roles allowed to select which event types are to be logged by specific components of the system.,NIST SP 800-53 Revision 5,Policy
CCI-001911,"Defines the selectable event criteria to be used as the basis for changes to the auditing to be performed on organization-defined system components, by organization-defined individuals or roles, within organization-defined time thresholds.",NIST SP 800-53 Revision 5,Policy
CCI-001912,Defines the time thresholds for organization-defined individuals or roles to change the auditing to be performed based on organization-defined selectable event criteria.,NIST SP 800-53 Revision 5,Policy
CCI-001913,"Defines the individuals or roles that are to be provided the capability to change the auditing to be performed based on organization-defined selectable event criteria, within organization-defined time thresholds.",NIST SP 800-53 Revision 5,Policy
CCI-001914,Provide the capability for organization-defined individuals or roles to change the logging to be performed on organization-defined system components based on organization-defined selectable event criteria within organization-defined time thresholds.,NIST SP 800-53 Revision 5,Technical
CCI-001915,Defines the open source information and/or information sites to be monitored for evidence of unauthorized exfiltration or disclosure of organizational information.,NIST SP 800-53 Revision 5,Policy
CCI-001917,Defines the frequency for reviewing the open source information sites being monitored.,NIST SP 800-53 Revision 5,Policy
CCI-001918,Review the open source information sites being monitored per organization-defined frequency.,NIST SP 800-53 Revision 5,Policy
CCI-001919,Provide the capability for organization-defined users or roles to select a user session to record; view; hear; or log the content of a user session under organization-defined circumstances.,NIST SP 800-53 Revision 5,Technical
CCI-001920,Provide the capability for authorized users to remotely view and hear content related to an established user session in real time.,NIST SP 800-53 Revision 5,Technical
CCI-001923,Defines the audit information to be coordinated among external organizations when audit information is transmitted across organizational boundaries.,NIST SP 800-53 Revision 5,Policy
CCI-001924,Defines the methods to be employed when coordinating audit information among external organizations when audit information is transmitted across organizational boundaries.,NIST SP 800-53 Revision 5,Policy
CCI-001925,Employ organization-defined methods for coordinating organization-defined audit information among external organizations when audit information is transmitted across organizational boundaries.,NIST SP 800-53 Revision 5,Policy
CCI-001926,Preserve the identity of individuals in cross-organizational audit trails.,NIST SP 800-53 Revision 5,Policy
CCI-001927,Defines the organizations that will be provided cross-organizational audit information.,NIST SP 800-53 Revision 5,Policy
CCI-001928,Defines the cross-organizational sharing agreements to be established with organization-defined organizations authorized to be provided cross-organizational sharing of audit information.,NIST SP 800-53 Revision 5,Policy
CCI-001929,Provide cross-organizational audit information to organization-defined organizations based on organization-defined cross organizational sharing agreements.,NIST SP 800-53 Revision 5,Policy
CCI-001930,Defines the personnel or roles to whom the organization-level; mission/business process-level; and/or system-level audit and accountability policy is to be disseminated.,NIST SP 800-53 Revision 5,Policy
CCI-001931,Defines the personnel or roles to whom the audit and accountability procedures are to be disseminated.,NIST SP 800-53 Revision 5,Policy
CCI-001941,Implement replay-resistant authentication mechanisms for access to privileged accounts and/or non-privileged accounts.,NIST SP 800-53 Revision 5,Technical
CCI-001943,Defines the system accounts for which single sign-on capability will be provided.,NIST SP 800-53 Revision 5,Policy
CCI-001944,Defines the system services for which single sign-on capability will be provided.,NIST SP 800-53 Revision 5,Policy
CCI-001945,Provide a single sign-on capability for organization-defined system accounts.,NIST SP 800-53 Revision 5,Technical
CCI-001946,Provide a single sign-on capability for organization-defined system services.,NIST SP 800-53 Revision 5,Technical
CCI-001953,Accepts Personal Identity Verification-compliant credentials.,NIST SP 800-53 Revision 5,Technical
